Occurrence ID,Scientific name,Common name,Date,Date day,Date month,Date year,OSGR,Latitude,Longitude,Coordinate uncertainty (m),Individual count,Life stage,Country,OSG 10m,OSG 100m,OSG 1km,OSG 10km,OSG 100km
7282,Halichoerus grypus,Grey Seal,2014-05-26,26,5,2014,NM0301439546,56.454201,-6.822183,70.1,1.0,Adult,Scotland,NM03013954,NM030395,NM0339,NM03,NM
3287,Balaenoptera acutorostrata,Minke Whale,2008-07-31,31,7,2008,NG2302167553,57.61263,-6.6396,70.1,1.0,Adult,Scotland,NG23026755,NG230675,NG2367,NG26,NG
10782,Phocoena phocoena,Common Porpoise,2017-05-29,29,5,2017,NM6856221555,56.32965,-5.745283,70.1,2.0,Adult,Scotland,NM68562155,NM685215,NM6821,NM62,NM
13940,Halichoerus grypus,Grey Seal,2021-07-24,24,7,2021,NM3053458639,56.64175,-6.39685,800.0,1.0,Adult,Scotland,NM30535863,NM305586,NM3058,NM35,NM
5709,Phocoena phocoena,Common Porpoise,2011-07-07,7,7,2011,NM3728975009,56.79224,-6.303783,70.1,2.0,Adult,Scotland,NM37287500,NM372750,NM3775,NM37,NM
12720,Phoca vitulina,Harbour Seal,2019-07-21,21,7,2019,NR4369666867,55.82678223,-6.094000339,150.0,1.0,Adult,Scotland,NR43696686,NR436668,NR4366,NR46,NR
9755,Halichoerus grypus,Grey Seal,2016-05-29,29,5,2016,NM1865574657,56.77821,-6.607467,70.1,1.0,Adult,Scotland,NM18657465,NM186746,NM1874,NM17,NM
3140,Delphinus delphis,Common Dolphin,2008-07-21,21,7,2008,NM4309761653,56.67582,-6.195583,70.1,10.0,Adult|Calf,Scotland,NM43096165,NM430616,NM4361,NM46,NM
4812,Phocoena phocoena,Common Porpoise,2010-07-09,9,7,2010,NM5236956214,56.63208,-6.039434,70.1,2.0,Adult,Scotland,NM52365621,NM523562,NM5256,NM55,NM
5421,Phocoena phocoena,Common Porpoise,2011-05-04,4,5,2011,NM7595799774,57.03447,-5.69405,70.1,1.0,Adult,Scotland,NM75959977,NM759997,NM7599,NM79,NM
2168,Phocoena phocoena,Common Porpoise,2007-07-04,4,7,2007,NM4958675641,56.80468,-6.103616,70.1,1.0,Adult,Scotland,NM49587564,NM495756,NM4975,NM47,NM
9943,Phocoena phocoena,Common Porpoise,2016-05-24,24,5,2016,NM3535184523,56.87637,-6.345283,70.1,1.0,Adult,Scotland,NM35358452,NM353845,NM3584,NM38,NM
5414,Phocoena phocoena,Common Porpoise,2011-05-03,3,5,2011,NG4037077265,57.70992,-6.360534,70.1,7.0,Adult,Scotland,NG40377726,NG403772,NG4077,NG47,NG
4212,Cetorhinus maximus,Basking Shark,2009-07-23,23,7,2009,NM4498359132,56.65426,-6.162383,70.1,1.0,Adult,Scotland,NM44985913,NM449591,NM4459,NM45,NM
13805,Halichoerus grypus,Grey Seal,2021-05-12,12,5,2021,NB9911219103,58.11515,-5.412017,50.0,1.0,Adult,Scotland,NB99111910,NB991191,NB9919,NB91,NB
878,Cetorhinus maximus,Basking Shark,2005-07-21,21,7,2005,NG4714573482,57.6799,-6.243184,70.1,1.0,Adult,Scotland,NG47147348,NG471734,NG4773,NG47,NG
10562,Balaenoptera acutorostrata,Minke Whale,2017-05-03,3,5,2017,NM3763360304,56.6607,-6.283133,70.1,1.0,Adult,Scotland,NM37636030,NM376603,NM3760,NM36,NM
4161,Phoca vitulina,Harbour Seal,2009-07-12,12,7,2009,NM5891560123,56.67053,-5.936633,70.1,1.0,Adult,Scotland,NM58916012,NM589601,NM5860,NM56,NM
10593,Halichoerus grypus,Grey Seal,2017-05-04,4,5,2017,NL6000615159,56.2071,-7.4854,70.1,1.0,Adult,Scotland,NL60001515,NL600151,NL6015,NL61,NL
1465,Phocoena phocoena,Common Porpoise,2006-07-04,4,7,2006,NL9893350695,56.55141,-6.901033,70.1,2.0,Adult|Calf,Scotland,NL98935069,NL989506,NL9850,NL95,NL
545,Balaenoptera acutorostrata,Minke Whale,2004-05-16,16,5,2004,NL9898536404,56.42352,-6.883699,70.1,1.0,Adult,Scotland,NL98983640,NL989364,NL9836,NL93,NL
85,Phocoena phocoena,Common Porpoise,2003-05-31,31,5,2003,NR4575685314,55.9932,-6.07855,70.1,2.0,Adult,Scotland,NR45758531,NR457853,NR4585,NR48,NR
8699,Halichoerus grypus,Grey Seal,2015-07-01,1,7,2015,NM3932369462,56.74368668,-6.264916897,70.1,1.0,Adult,Scotland,NM39326946,NM393694,NM3969,NM36,NM
10416,Phocoena phocoena,Common Porpoise,2016-05-06,6,5,2016,NM5144355532,56.62548,-6.053833,70.1,1.0,Adult,Scotland,NM51445553,NM514555,NM5155,NM55,NM
186,Phocoena phocoena,Common Porpoise,2003-07-17,17,7,2003,NM0610519329,56.27513,-6.749583,70.1,2.0,Adult,Scotland,NM06101932,NM061193,NM0619,NM01,NM
4671,Halichoerus grypus,Grey Seal,2010-05-02,2,5,2010,NG5044569879,57.64946,-6.184267,70.1,1.0,Adult,Scotland,NG50446987,NG504698,NG5069,NG56,NG
1960,Phoca vitulina,Harbour Seal,2007-05-15,15,5,2007,NM0113937374,56.43357,-6.85,70.1,1.0,Adult,Scotland,NM01133737,NM011373,NM0137,NM03,NM
8801,Phocoena phocoena,Common Porpoise,2015-07-10,10,7,2015,NM7081541289,56.50766754,-5.726200581,70.1,2.0,Adult,Scotland,NM70814128,NM708412,NM7041,NM74,NM
1932,Phocoena phocoena,Common Porpoise,2007-05-09,9,5,2007,NR6467972922,55.89175,-5.765067,70.1,2.0,Adult,Scotland,NR64677292,NR646729,NR6472,NR67,NR
174,Halichoerus grypus,Grey Seal,2003-07-15,15,7,2003,NR4789351994,55.69569,-6.013434,70.1,1.0,Adult,Scotland,NR47895199,NR478519,NR4751,NR45,NR
9543,Phoca vitulina,Harbour Seal,2016-05-24,24,5,2016,NG2032612408,57.11725,-6.621933,70.1,1.0,Adult,Scotland,NG20321240,NG203124,NG2012,NG21,NG
1502,Phocoena phocoena,Common Porpoise,2006-07-05,5,7,2006,NG0802100883,57.00644,-6.811017,70.1,1.0,Adult,Scotland,NG08020088,NG080008,NG0800,NG00,NG
10567,Halichoerus grypus,Grey Seal,2017-05-03,3,5,2017,NM0631341024,56.4695,-6.7705,70.1,1.0,Adult,Scotland,NM06314102,NM063410,NM0641,NM04,NM
7802,Balaenoptera acutorostrata,Minke Whale,2014-07-24,24,7,2014,NF5564366377,57.555801,-7.7603,70.1,1.0,Adult,Scotland,NF55646637,NF556663,NF5566,NF56,NF
3790,Halichoerus grypus,Grey Seal,2009-05-18,18,5,2009,NM6774897037,57.00588,-5.826483,70.1,1.0,Adult,Scotland,NM67749703,NM677970,NM6797,NM69,NM
2139,Cetorhinus maximus,Basking Shark,2007-07-02,2,7,2007,NM3432638670,56.46503,-6.314766,70.1,1.0,Adult,Scotland,NM34323867,NM343386,NM3438,NM33,NM
3741,Balaenoptera acutorostrata,Minke Whale,2009-05-11,11,5,2009,NG2206790902,57.82107,-6.682483,70.1,1.0,Adult,Scotland,NG22069090,NG220909,NG2290,NG29,NG
9782,Halichoerus grypus,Grey Seal,2016-07-13,13,7,2016,NG0074673526,57.65186,-7.018416,70.1,1.0,Adult,Scotland,NG00747352,NG007735,NG0073,NG07,NG
7745,Halichoerus grypus,Grey Seal,2014-07-17,17,7,2014,NM4375574985,56.795631,-6.1982,70.1,1.0,Adult,Scotland,NM43757498,NM437749,NM4374,NM47,NM
135,Phocoena phocoena,Common Porpoise,2003-06-13,13,6,2003,NR0557298520,56.08849,-6.735116,70.1,1.0,Adult,Scotland,NR05579852,NR055985,NR0598,NR09,NR
7975,Phoca vitulina,Harbour Seal,2014-07-31,31,7,2014,NR4694049963,55.676991,-6.026683,70.1,1.0,Adult,Scotland,NR46944996,NR469499,NR4649,NR44,NR
1385,Phocoena phocoena,Common Porpoise,2006-06-30,30,6,2006,NR6888869640,55.86436,-5.695116,70.1,1.0,Adult,Scotland,NR68886964,NR688696,NR6869,NR66,NR
792,Phocoena phocoena,Common Porpoise,2005-07-01,1,7,2005,NM6814641949,56.51228,-5.770066,70.1,1.0,Adult,Scotland,NM68144194,NM681419,NM6841,NM64,NM
5483,Phocoena phocoena,Common Porpoise,2011-06-10,10,6,2011,NG2453367221,57.61058,-6.614,70.1,5.0,Adult,Scotland,NG24536722,NG245672,NG2467,NG26,NG
13926,Phoca vitulina,Harbour Seal,2021-06-27,27,6,2021,NM1101445445,56.51199,-6.699366,120.0,1.0,Adult,Scotland,NM11014544,NM110454,NM1145,NM14,NM
8708,Phoca vitulina,Harbour Seal,2015-07-01,1,7,2015,NM4225890947,56.93780136,-6.238800049,70.1,1.0,Adult,Scotland,NM42259094,NM422909,NM4290,NM49,NM
1319,Halichoerus grypus,Grey Seal,2006-06-07,7,6,2006,NL3283020288,56.23277,-7.928284,70.1,1.0,Adult,Scotland,NL32832028,NL328202,NL3220,NL32,NL
3123,Phocoena phocoena,Common Porpoise,2008-07-09,9,7,2008,NM7307916523,56.28672,-5.66805,70.1,1.0,Adult,Scotland,NM73071652,NM730165,NM7316,NM71,NM
5605,Balaenoptera acutorostrata,Minke Whale,2011-06-23,23,6,2011,NG5453060798,57.57035,-6.106801,70.1,1.0,Adult,Scotland,NG54536079,NG545607,NG5460,NG56,NG
5461,Balaenoptera acutorostrata,Minke Whale,2011-06-05,5,6,2011,NG2706078604,57.71403,-6.584717,70.1,1.0,Adult,Scotland,NG27067860,NG270786,NG2778,NG27,NG
4037,Halichoerus grypus,Grey Seal,2009-06-25,25,6,2009,NL7759160022,56.6207,-7.258349,70.1,1.0,Adult,Scotland,NL77596002,NL775600,NL7760,NL76,NL
9669,Halichoerus grypus,Grey Seal,2016-05-10,10,5,2016,NM2916059012,56.6443,-6.419583,70.1,1.0,Adult,Scotland,NM29165901,NM291590,NM2959,NM25,NM
5562,Phocoena phocoena,Common Porpoise,2011-06-20,20,6,2011,NB4454522880,58.12086,-6.33975,70.1,2.0,Adult,Scotland,NB44542288,NB445228,NB4422,NB42,NB
8451,Halichoerus grypus,Grey Seal,2015-05-20,20,5,2015,NM1871941272,56.47928238,-6.570066452,70.1,1.0,Adult,Scotland,NM18714127,NM187412,NM1841,NM14,NM
12648,Lagenorhynchus albirostris,White-beaked Dolphin,2019-06-28,28,6,2019,NB6094950675,58.37903595,-6.090650558,500.0,1.0,Adult,Scotland,NB60945067,NB609506,NB6050,NB65,NB
2076,Halichoerus grypus,Grey Seal,2007-06-09,9,6,2007,NF9947477386,57.68555,-7.04445,70.1,2.0,Adult,Scotland,NF99477738,NF994773,NF9977,NF97,NF
740,Balaenoptera acutorostrata,Minke Whale,2005-05-14,14,5,2005,NR1223378902,55.91685,-6.607433,70.1,5.0,Adult,Scotland,NR12237890,NR122789,NR1278,NR17,NR
5624,Cetorhinus maximus,Basking Shark,2011-06-29,29,6,2011,NL8184443092,56.47213,-7.168601,70.1,1.0,Juvenile,Scotland,NL81844309,NL818430,NL8143,NL84,NL
10587,Delphinus delphis,Common Dolphin,2017-05-04,4,5,2017,NL7193718103,56.2418,-7.29755,70.1,4.0,Adult,Scotland,NL71931810,NL719181,NL7118,NL71,NL
12592,Delphinus delphis,Common Dolphin,2019-06-16,16,6,2019,NB6608241909,58.30326462,-5.994199752,200.0,1.0,Adult,Scotland,NB66084190,NB660419,NB6641,NB64,NB
10643,Halichoerus grypus,Grey Seal,2017-05-12,12,5,2017,NM0818951708,56.56632,-6.752151,70.1,1.0,Adult,Scotland,NM08185170,NM081517,NM0851,NM05,NM
6667,Phocoena phocoena,Common Porpoise,2013-06-06,6,6,2013,NG3237904953,57.057652,-6.41555,70.1,2.0,Adult,Scotland,NG32370495,NG323049,NG3204,NG30,NG
5418,Halichoerus grypus,Grey Seal,2011-05-04,4,5,2011,NG4068212779,57.1325,-6.287134,70.1,1.0,Adult,Scotland,NG40681277,NG406127,NG4012,NG41,NG
11614,Phocoena phocoena,Common Porpoise,2018-06-01,1,6,2018,NB5965107941,57.9954834,-6.068726539,50.0,1.0,Adult,Scotland,NB59650794,NB596079,NB5907,NB50,NB
1241,Phocoena phocoena,Common Porpoise,2005-09-17,17,9,2005,NM3340139096,56.46833,-6.330167,70.1,2.0,Adult,Scotland,NM33403909,NM334390,NM3339,NM33,NM
4738,Phocoena phocoena,Common Porpoise,2010-05-30,30,5,2010,NG2280267414,57.61125,-6.6431,70.1,1.0,Adult,Scotland,NG22806741,NG228674,NG2267,NG26,NG
4487,Halichoerus grypus,Grey Seal,2009-09-13,13,9,2009,NL6589490485,56.88494,-7.487816,70.1,1.0,Adult,Scotland,NL65899048,NL658904,NL6590,NL69,NL
3568,Phocoena phocoena,Common Porpoise,2008-09-05,5,9,2008,NM5175961096,56.6755,-6.054039,70.1,3.0,Adult,Scotland,NM51756109,NM517610,NM5161,NM56,NM
10760,Halichoerus grypus,Grey Seal,2017-05-27,27,5,2017,NM1668850975,56.56496,-6.6135,70.1,1.0,Adult,Scotland,NM16685097,NM166509,NM1650,NM15,NM
2674,Phocoena phocoena,Common Porpoise,2007-09-07,7,9,2007,NM3656288963,56.91683,-6.330083,70.1,2.0,Adult,Scotland,NM36568896,NM365889,NM3688,NM38,NM
9736,Halichoerus grypus,Grey Seal,2016-05-18,18,5,2016,NM5102957403,56.64202,-6.062367,70.1,1.0,Adult,Scotland,NM51025740,NM510574,NM5157,NM55,NM
6510,Delphinus delphis,Common Dolphin,2012-09-07,7,9,2012,NM2941865473,56.70232,-6.422183,70.1,28.0,Adult|Juvenile|Calf,Scotland,NM29416547,NM294654,NM2965,NM26,NM
9759,Halichoerus grypus,Grey Seal,2016-05-14,14,5,2016,NL6846295988,56.93599,-7.45305,70.1,1.0,Adult,Scotland,NL68469598,NL684959,NL6895,NL69,NL
13181,Halichoerus grypus,Grey Seal,2019-09-22,22,9,2019,NG5935155630,57.52663422,-6.021300315,350.0,1.0,Adult,Scotland,NG59355563,NG593556,NG5955,NG55,NG
8288,Phocoena phocoena,Common Porpoise,2014-09-25,25,9,2014,NM7614197693,57.0159,-5.689166,70.1,2.0,Adult,Scotland,NM76149769,NM761976,NM7697,NM79,NM
6080,Delphinus delphis,Common Dolphin,2012-05-18,18,5,2012,NG2425524634,57.2291,-6.570784,70.1,6.0,Adult|Calf,Scotland,NG24252463,NG242246,NG2424,NG22,NG
7166,Phocoena phocoena,Common Porpoise,2013-09-24,24,9,2013,NM4539399969,57.02037,-6.196533,70.1,1.0,Adult,Scotland,NM45399996,NM453999,NM4599,NM49,NM
7267,Phocoena phocoena,Common Porpoise,2014-05-22,22,5,2014,NS1519853224,55.737049,-4.9451,70.1,1.0,Adult,Scotland,NS15195322,NS151532,NS1553,NS15,NS
10459,Balaenoptera acutorostrata,Minke Whale,2016-07-13,13,7,2016,NG1990626694,57.2449,-6.644899,70.1,1.0,Adult,Scotland,NG19902669,NG199266,NG1926,NG12,NG
11520,Phoca vitulina,Harbour Seal,2018-05-28,28,5,2018,NG7181531041,57.31270218,-5.790765285,500.0,1.0,Adult,Scotland,NG71813104,NG718310,NG7131,NG73,NG
12733,Phocoena phocoena,Common Porpoise,2019-07-23,23,7,2019,NM7255540024,56.49716949,-5.696883201,100.0,1.0,Adult,Scotland,NM72554002,NM725400,NM7240,NM74,NM
6569,Phocoena phocoena,Common Porpoise,2013-05-19,19,5,2013,NM6055616089,56.276684,-5.8695,70.1,3.0,Adult|Juvenile,Scotland,NM60551608,NM605160,NM6016,NM61,NM
177,Phocoena phocoena,Common Porpoise,2003-07-16,16,7,2003,NR4255096295,56.08989,-6.14035,70.1,1.0,Adult,Scotland,NR42559629,NR425962,NR4296,NR49,NR
7156,Phocoena phocoena,Common Porpoise,2013-09-24,24,9,2013,NG3646113890,57.140049,-6.357833,70.1,2.0,Adult,Scotland,NG36461389,NG364138,NG3613,NG31,NG
9978,Phocoena phocoena,Common Porpoise,2016-07-28,28,7,2016,NM2702768620,56.72912,-6.46445,70.1,4.0,Adult|Juvenile,Scotland,NM27026862,NM270686,NM2768,NM26,NM
8303,Phoca vitulina,Harbour Seal,2014-09-27,27,9,2014,NG7561126765,57.276249,-5.724,70.1,1.0,Adult,Scotland,NG75612676,NG756267,NG7526,NG72,NG
7776,Halichoerus grypus,Grey Seal,2014-07-23,23,7,2014,NL8846257516,56.605629,-7.0789,70.1,1.0,Adult,Scotland,NL88465751,NL884575,NL8857,NL85,NL
8108,Halichoerus grypus,Grey Seal,2014-09-02,2,9,2014,NM5127755600,56.625999,-6.056584,70.1,1.0,Adult,Scotland,NM51275560,NM512556,NM5155,NM55,NM
11845,Phocoena phocoena,Common Porpoise,2018-07-04,4,7,2018,NG2438104383,57.0478363,-6.546366214,50.0,1.0,Adult,Scotland,NG24380438,NG243043,NG2404,NG20,NG
358,Phocoena phocoena,Common Porpoise,2003-09-02,2,9,2003,NR5894137510,55.57145,-5.825384,70.1,2.0,Adult,Scotland,NR58943751,NR589375,NR5837,NR53,NR
4223,Phocoena phocoena,Common Porpoise,2009-07-25,25,7,2009,NM6402498350,57.01576,-5.888884,70.1,2.0,Adult,Scotland,NM64029835,NM640983,NM6498,NM69,NM
11296,Phocoena phocoena,Common Porpoise,2017-09-19,19,9,2017,NB9803519085,58.1145,-5.43025,70.1,1.0,Adult,Scotland,NB98031908,NB980190,NB9819,NB91,NB
5737,Phocoena phocoena,Common Porpoise,2011-07-12,12,7,2011,NR2062490538,56.02602,-6.485667,70.1,2.0,Adult,Scotland,NR20629053,NR206905,NR2090,NR29,NR
8295,Phocoena phocoena,Common Porpoise,2014-09-25,25,9,2014,NG7844826003,57.270802,-5.676366,70.1,1.0,Adult,Scotland,NG78442600,NG784260,NG7826,NG72,NG
8155,Phocoena phocoena,Common Porpoise,2014-09-09,9,9,2014,NG0190883343,57.740471,-7.01116,70.1,1.0,Adult,Scotland,NG01908334,NG019833,NG0183,NG08,NG
1533,Halichoerus grypus,Grey Seal,2006-07-17,17,7,2006,NG6643232425,57.32238,-5.881234,70.1,1.0,Adult,Scotland,NG66433242,NG664324,NG6632,NG63,NG
1233,Phoca vitulina,Harbour Seal,2005-09-12,12,9,2005,NR3009976807,55.90843,-6.320333,70.1,1.0,Adult,Scotland,NR30097680,NR300768,NR3076,NR37,NR
1613,Cetorhinus maximus,Basking Shark,2006-07-30,30,7,2006,NG0246482395,57.73236,-7.000684,70.1,1.0,Adult,Scotland,NG02468239,NG024823,NG0282,NG08,NG
2708,Phocoena phocoena,Common Porpoise,2007-09-11,11,9,2007,NM3425539540,56.47279,-6.3168,70.1,6.0,Adult,Scotland,NM34253954,NM342395,NM3439,NM33,NM
2165,Phocoena phocoena,Common Porpoise,2007-07-04,4,7,2007,NM3420550882,56.57436,-6.3292,70.1,1.0,Adult,Scotland,NM34205088,NM342508,NM3450,NM35,NM
11392,Phocoena phocoena,Common Porpoise,2017-09-25,25,9,2017,NB5193936806,58.24981,-6.2294,70.1,1.0,Adult,Scotland,NB51933680,NB519368,NB5136,NB53,NB
5225,Phocoena phocoena,Common Porpoise,2010-09-01,1,9,2010,NG2992413979,57.13705,-6.465617,70.1,3.0,Adult,Scotland,NG29921397,NG299139,NG2913,NG21,NG
1549,Phocoena phocoena,Common Porpoise,2006-07-18,18,7,2006,NM3618555625,56.61797,-6.3019,70.1,1.0,Adult,Scotland,NM36185562,NM361556,NM3655,NM35,NM
13113,Phocoena phocoena,Common Porpoise,2019-09-21,21,9,2019,NG6264694595,57.87751389,-6.004816532,70.0,1.0,Adult,Scotland,NG62649459,NG626945,NG6294,NG69,NG
11895,Delphinus delphis,Common Dolphin,2018-07-07,7,7,2018,NL5749066749,56.66660309,-7.593300342,100.0,1.0,Adult,Scotland,NL57496674,NL574667,NL5766,NL56,NL
13846,Phocoena phocoena,Common Porpoise,2021-06-18,18,6,2021,NM3889788934,56.91789,-6.291816,100.0,1.0,Adult,Scotland,NM38898893,NM388889,NM3888,NM38,NM
5754,Halichoerus grypus,Grey Seal,2011-07-13,13,7,2011,NR1951874330,55.8802,-6.4865,70.1,1.0,Adult,Scotland,NR19517433,NR195743,NR1974,NR17,NR
10475,Balaenoptera acutorostrata,Minke Whale,2016-06-10,10,6,2016,NF7053292496,57.8004,-7.548334,70.1,1.0,Adult,Scotland,NF70539249,NF705924,NF7092,NF79,NF
13948,Phocoena phocoena,Common Porpoise,2021-07-24,24,7,2021,NM1976850919,56.5663,-6.563484,50.0,1.0,Adult,Scotland,NM19765091,NM197509,NM1950,NM15,NM
6178,Halichoerus grypus,Grey Seal,2012-06-17,17,6,2012,NG2776595087,57.86204,-6.591667,70.1,1.0,Adult,Scotland,NG27769508,NG277950,NG2795,NG29,NG
3271,Phocoena phocoena,Common Porpoise,2008-07-30,30,7,2008,NG5669360379,57.56776,-6.070317,70.1,2.0,Adult,Scotland,NG56696037,NG566603,NG5660,NG56,NG
11370,Phocoena phocoena,Common Porpoise,2017-09-25,25,9,2017,NB5489042694,58.3042,-6.1855,70.1,1.0,Adult,Scotland,NB54894269,NB548426,NB5442,NB54,NB
162,Phocoena phocoena,Common Porpoise,2003-07-13,13,7,2003,NM2954947476,56.5412,-6.401217,70.1,1.0,Adult,Scotland,NM29544747,NM295474,NM2947,NM24,NM
13049,Delphinus delphis,Common Dolphin,2019-09-05,5,9,2019,NG7036729313,57.2964859,-5.813149929,450.0,1.0,Adult,Scotland,NG70362931,NG703293,NG7029,NG72,NG
3150,Cetorhinus maximus,Basking Shark,2008-07-22,22,7,2008,NM5750086007,56.90177,-5.984216,70.1,1.0,Adult,Scotland,NM57508600,NM575860,NM5786,NM58,NM
3367,Phoca vitulina,Harbour Seal,2008-08-08,8,8,2008,NG7919421474,57.23057,-5.659999,70.1,1.0,Adult,Scotland,NG79192147,NG791214,NG7921,NG72,NG
13179,Balaenoptera acutorostrata,Minke Whale,2019-09-22,22,9,2019,NG5671958003,57.5464859,-6.067499637,1000.0,1.0,Adult,Scotland,NG56715800,NG567580,NG5658,NG55,NG
7973,Phoca vitulina,Harbour Seal,2014-07-31,31,7,2014,NR4666249770,55.67511,-6.030916,70.1,1.0,Adult,Scotland,NR46664977,NR466497,NR4649,NR44,NR
4521,Phoca vitulina,Harbour Seal,2009-09-29,29,9,2009,NM3281579519,56.83009,-6.381516,70.1,2.0,Adult,Scotland,NM32817951,NM328795,NM3279,NM37,NM
11912,Delphinus delphis,Common Dolphin,2018-07-08,8,7,2018,NG0789316724,57.1481514,-6.831550121,1000.0,1.0,Adult,Scotland,NG07891672,NG078167,NG0716,NG01,NG
6800,Phocoena phocoena,Common Porpoise,2013-07-03,3,7,2013,NM6048690062,56.939663,-5.93915,70.1,1.0,Adult,Scotland,NM60489006,NM604900,NM6090,NM69,NM
12564,Balaenoptera acutorostrata,Minke Whale,2019-06-04,4,6,2019,NM3127170444,56.74791718,-6.397216796,1300.0,1.0,Adult,Scotland,NM31277044,NM312704,NM3170,NM37,NM
4724,Halichoerus grypus,Grey Seal,2010-05-29,29,5,2010,NF8782724237,57.20218,-7.171267,70.1,1.0,Adult,Scotland,NF87822423,NF878242,NF8724,NF82,NF
10847,Phoca vitulina,Harbour Seal,2017-06-12,12,6,2017,NG5595033156,57.32345,-6.055583,70.1,1.0,Adult,Scotland,NG55953315,NG559331,NG5533,NG53,NG
13597,Phoca vitulina,Harbour Seal,2020-09-06,6,9,2020,NG3695307035,57.07893075,-6.342523945,230.0,1.0,Adult,Scotland,NG36950703,NG369070,NG3607,NG30,NG
10807,Phocoena phocoena,Common Porpoise,2017-06-03,3,6,2017,NG4359301241,57.03077,-6.227384,70.1,1.0,Adult,Scotland,NG43590124,NG435012,NG4301,NG40,NG
13855,Phocoena phocoena,Common Porpoise,2021-06-19,19,6,2021,NG2643717156,57.16344,-6.526533,150.0,1.0,Adult,Scotland,NG26431715,NG264171,NG2617,NG21,NG
3559,Phocoena phocoena,Common Porpoise,2008-09-04,4,9,2008,NM3206733382,56.41638,-6.345909,70.1,2.0,Adult|Calf,Scotland,NM32063338,NM320333,NM3233,NM33,NM
129,Phocoena phocoena,Common Porpoise,2003-06-13,13,6,2003,NR1524393054,56.04539,-6.5744,70.1,1.0,Adult,Scotland,NR15249305,NR152930,NR1593,NR19,NR
8324,Mola mola,Sun-fish,2014-09-28,28,9,2014,NM4386881350,56.852718,-6.202734,70.1,1.0,Adult,Scotland,NM43868135,NM438813,NM4381,NM48,NM
6708,Phocoena phocoena,Common Porpoise,2013-06-14,14,6,2013,NR7055794936,56.091969,-5.690066,70.1,1.0,Adult,Scotland,NR70559493,NR705949,NR7094,NR79,NR
10251,Phocoena phocoena,Common Porpoise,2016-09-04,4,9,2016,NG0270082437,57.73289,-6.996783,70.1,2.0,Adult,Scotland,NG02708243,NG027824,NG0282,NG08,NG
3873,Cetorhinus maximus,Basking Shark,2009-06-01,1,6,2009,NL8913034122,56.39672,-7.040133,70.1,1.0,Adult,Scotland,NL89133412,NL891341,NL8934,NL83,NL
11578,Phocoena phocoena,Common Porpoise,2018-05-30,30,5,2018,NG6605349690,57.47691345,-5.903961181,500.0,1.0,Adult,Scotland,NG66054969,NG660496,NG6649,NG64,NG
6745,Phoca vitulina,Harbour Seal,2013-06-21,21,6,2013,NM1341449381,56.548698,-6.664834,70.1,1.0,Adult,Scotland,NM13414938,NM134493,NM1349,NM14,NM
2959,Tursiops truncatus,Bottle-nosed Dolphin,2008-06-08,8,6,2008,NF7461407570,57.04394,-7.367333,70.1,8.0,Adult|Juvenile|Calf,Scotland,NF74610757,NF746075,NF7407,NF70,NF
6597,Phoca vitulina,Harbour Seal,2013-05-26,26,5,2013,NM5137389983,56.934147,-6.08845,70.1,1.0,Adult,Scotland,NM51378998,NM513899,NM5189,NM58,NM
4398,Phocoena phocoena,Common Porpoise,2009-08-24,24,8,2009,NG8303525108,57.26498,-5.599684,70.1,2.0,Adult,Scotland,NG83032510,NG830251,NG8325,NG82,NG
12558,Phocoena phocoena,Common Porpoise,2019-06-04,4,6,2019,NM2971065593,56.70356369,-6.41754961,900.0,1.0,Adult,Scotland,NM29716559,NM297655,NM2965,NM26,NM
13503,Phocoena phocoena,Common Porpoise,2020-08-18,18,8,2020,NM3904787255,56.90292816,-6.287623406,120.0,1.0,Adult,Scotland,NM39048725,NM390872,NM3987,NM38,NM
8493,Phocoena phocoena,Common Porpoise,2015-05-26,26,5,2015,NM5136655668,56.62665176,-6.055216312,70.1,2.0,Adult,Scotland,NM51365566,NM513556,NM5155,NM55,NM
3455,Phocoena phocoena,Common Porpoise,2008-08-17,17,8,2008,NM4201977076,56.8134,-6.22865,70.1,3.0,Adult,Scotland,NM42017707,NM420770,NM4277,NM47,NM
10823,Phocoena phocoena,Common Porpoise,2017-06-08,8,6,2017,NB4803723197,58.1257,-6.280983,70.1,1.0,Adult,Scotland,NB48032319,NB480231,NB4823,NB42,NB
3761,Phocoena phocoena,Common Porpoise,2009-05-12,12,5,2009,NG1196045004,57.40387,-6.797467,70.1,1.0,Adult,Scotland,NG11964500,NG119450,NG1145,NG14,NG
2482,Phocoena phocoena,Common Porpoise,2007-08-11,11,8,2007,NG6496466402,57.62611,-5.938217,70.1,3.0,Adult|Calf,Scotland,NG64966640,NG649664,NG6466,NG66,NG
4746,Phocoena phocoena,Common Porpoise,2010-06-08,8,6,2010,NG8251356719,57.54812,-5.636317,70.1,1.0,Adult,Scotland,NG82515671,NG825567,NG8256,NG85,NG
13480,Balaenoptera acutorostrata,Minke Whale,2020-08-16,16,8,2020,NG5722783417,57.77446365,-6.084599972,600.0,1.0,Adult,Scotland,NG57228341,NG572834,NG5783,NG58,NG
12791,Halichoerus grypus,Grey Seal,2019-07-30,30,7,2019,NL3631028571,56.3094635,-7.883833885,350.0,1.0,Adult,Scotland,NL36312857,NL363285,NL3628,NL32,NL
